,R[t],IAT[t],IAT[t-1],IATC[t],IATC[t-1],BD[t],BD[t-1],BDC[t],BDC[t-1]
2016-07-07,0.038697,0.50859955,0.499125971,1,0,1.270910839,1.164287206,1,0
2016-07-08,-0.008627,0.49883136,0.50859955,0,1,1.280019391,1.270910839,1,1
2016-07-11,-0.026899,0.468136595,0.49883136,0,0,1.180896918,1.280019391,1,1
2016-07-12,0,0.591937586,0.468136595,1,0,1.133210972,1.180896918,0,1
2016-07-13,0.00935,0.51248473,0.591937586,0,1,1.159465032,1.133210972,1,0
2016-07-14,0.001611,0.543050603,0.51248473,1,0,1.296093305,1.159465032,1,1
2016-07-15,-0.006836,0.468072149,0.543050603,0,1,1.462726219,1.296093305,1,1
2016-07-18,-0.025911,0.429855602,0.468072149,0,0,1.150356481,1.462726219,1,1
2016-07-19,0.016209,0.552524182,0.429855602,1,0,1.143391118,1.150356481,0,1
2016-07-20,0.006953,0.44135463,0.552524182,0,1,1.195363441,1.143391118,1,0
2016-07-21,0.005686,0.319017487,0.44135463,0,0,1.076416474,1.195363441,0,1
2016-07-22,0.015751,0.441566382,0.319017487,1,0,1.109635897,1.076416474,1,0
2016-07-25,-0.002386,0.438933298,0.441566382,0,1,1.134818363,1.109635897,1,1
2016-07-26,0.006377,0.440001262,0.438933298,1,0,1.158929235,1.134818363,1,1
2016-07-27,-0.079208,0.364405966,0.440001262,0,1,1.209294167,1.158929235,1,1
2016-07-28,-0.00043,0.356957837,0.364405966,0,0,1.019086179,1.209294167,0,1
2016-07-29,-0.020654,0.381778798,0.356957837,1,0,0.949968347,1.019086179,0,0
2016-08-01,0,0.385599532,0.381778798,1,1,0.937109215,0.949968347,1,0
2016-08-02,0.006591,0.389991075,0.385599532,1,1,0.888351674,0.937109215,0,1
2016-08-03,-0.00873,0.37491989,0.389991075,0,1,0.896388632,0.888351674,1,0
2016-08-04,0.010568,0.416294297,0.37491989,1,0,0.836915148,0.896388632,0,1
2016-08-05,-0.010458,0.49842627,0.416294297,1,1,0.729755718,0.836915148,0,0
2016-08-08,0.011889,0.497128141,0.49842627,0,1,0.824591813,0.729755718,1,0
2016-08-09,0.013055,0.516250225,0.497128141,1,0,0.880314717,0.824591813,1,1
2016-08-10,-0.010309,0.4902232,0.516250225,0,1,0.854060657,0.880314717,0,1
2016-08-11,-0.019097,0.54111722,0.4902232,1,0,0.829949785,0.854060657,0,0
2016-08-12,0.015044,0.446685245,0.54111722,0,1,0.752794995,0.829949785,0,0
2016-08-15,0.035745,0.401563756,0.446685245,0,0,1.067307922,0.752794995,1,0
2016-08-16,0.000421,0.453884797,0.401563756,1,0,1.291806928,1.067307922,1,1
2016-08-17,0.015566,0.392301929,0.453884797,0,1,1.100527346,1.291806928,0,1
2016-08-18,-0.008285,0.347051548,0.392301929,0,0,1.010513424,1.100527346,0,0
2016-08-19,0.013367,0.369893093,0.347051548,1,0,0.937109215,1.010513424,0,0
2016-08-22,-0.036274,0.325001769,0.369893093,0,1,0.984795161,0.937109215,1,0
2016-08-23,0.004705,0.367996536,0.325001769,1,0,0.901210806,0.984795161,0,1
2016-08-24,0.012346,0.336445558,0.367996536,0,1,0.925857475,0.901210806,1,0
2016-08-25,-0.002523,0.287070626,0.336445558,0,0,0.886208486,0.925857475,0,1
2016-08-26,-0.005059,0.366974604,0.287070626,1,0,0.833164568,0.886208486,0,0
2016-08-29,0.002119,0.300558277,0.366974604,0,1,0.871741963,0.833164568,1,0
2016-08-30,0.000423,0.358338825,0.300558277,1,0,0.866919788,0.871741963,0,1
2016-08-31,0.010989,0.353293614,0.358338825,0,1,0.958541101,0.866919788,1,0
2016-09-01,-0.008779,0.285643605,0.353293614,0,0,0.886208486,0.958541101,0,1
2016-09-02,-0.001687,0.255399962,0.285643605,0,0,0.834771959,0.886208486,0,0
2016-09-05,0.012252,0.262001086,0.255399962,1,0,0.957469507,0.834771959,1,0
2016-09-06,0.007095,0.259358795,0.262001086,0,1,0.977294001,0.957469507,1,1
2016-09-07,-0.005802,0.297860747,0.259358795,1,0,1.042661253,0.977294001,1,1
2016-09-08,-0.007086,0.280478709,0.297860747,0,1,1.007834439,1.042661253,0,1
2016-09-09,-0.032326,0.265343078,0.280478709,0,0,1.211973153,1.007834439,1,0
2016-09-12,-0.023529,0.295117184,0.265343078,1,0,1.043732848,1.211973153,1,1
2016-09-13,0.011245,0.291710746,0.295117184,0,1,0.952111535,1.043732848,0,1
2016-09-14,-0.01668,0.279889487,0.291710746,0,0,0.907640372,0.952111535,0,0
2016-09-19,0.001616,0.322792188,0.279889487,1,0,0.953718927,0.907640372,1,0
2016-09-20,0.008871,0.27715513,0.322792188,0,1,0.953718927,0.953718927,0,1
2016-09-21,-0.003997,0.268344425,0.27715513,0,0,0.876564137,0.953718927,0,0
2016-09-22,-0.004815,0.183873979,0.268344425,0,0,0.929608055,0.876564137,1,0
2016-09-23,-0.007258,0.296645477,0.183873979,1,0,0.866919788,0.929608055,0,1
2016-09-26,-0.047929,0.310059476,0.296645477,1,1,0.885672689,0.866919788,1,0
2016-09-27,0.004266,0.303320254,0.310059476,0,1,0.936037621,0.885672689,1,1
2016-09-28,0.002549,0.281371748,0.303320254,0,0,0.86102602,0.936037621,0,1
2016-09-29,0.000847,0.266217704,0.281371748,0,0,0.776905867,0.86102602,0,0
2016-09-30,-0.010161,0.354693016,0.266217704,1,0,0.662245277,0.776905867,0,0
2016-10-10,0.041061,0.289547198,0.354693016,0,1,0.856203845,0.662245277,1,0
2016-10-11,-0.006574,0.346278194,0.289547198,1,0,0.873349354,0.856203845,1,1
2016-10-12,-0.004136,0.405430523,0.346278194,1,1,0.803159927,0.873349354,0,1
2016-10-13,-0.010797,0.281215236,0.405430523,0,1,0.831021379,0.803159927,1,0
2016-10-14,-0.002519,0.328168835,0.281215236,1,0,0.745829632,0.831021379,0,1
2016-10-17,-0.016835,0.329393312,0.328168835,1,1,0.76136775,0.745829632,1,0
2016-10-18,0.029966,0.341398703,0.329393312,1,1,0.833700365,0.76136775,1,1
2016-10-19,-0.014131,0.321807083,0.341398703,0,1,0.921571098,0.833700365,1,1
2016-10-20,0.006745,0.281316508,0.321807083,0,0,0.873885151,0.921571098,0,1
2016-10-21,-0.0134,0.271134022,0.281316508,0,0,0.847631091,0.873885151,0,0
2016-10-24,0.01528,0.323114418,0.271134022,1,0,0.910319357,0.847631091,1,0
2016-10-25,0.004181,0.354610157,0.323114418,1,1,0.869598774,0.910319357,0,1
2016-10-26,-0.009159,0.333554689,0.354610157,0,1,0.788693404,0.869598774,0,0
2016-10-27,0.005042,0.24825565,0.333554689,0,0,0.782263839,0.788693404,0,0
2016-10-28,-0.004181,0.296249594,0.24825565,1,0,0.75386659,0.782263839,0,0
2016-10-31,-0.015953,0.278563738,0.296249594,0,1,0.778513259,0.75386659,1,0
2016-11-01,0.005119,0.25886164,0.278563738,0,0,0.679926583,0.778513259,0,1
2016-11-02,-0.027165,0.234068298,0.25886164,0,0,0.861561817,0.679926583,1,0
2016-11-03,0.002618,0.238027131,0.234068298,1,0,0.781192244,0.861561817,0,1
2016-11-04,-0.001741,0.452908898,0.238027131,1,1,0.737256878,0.781192244,0,0
2016-11-07,-0.003487,0.358928046,0.452908898,0,1,0.747437024,0.737256878,1,0
2016-11-08,0.009624,0.390423785,0.358928046,1,0,0.751723401,0.747437024,1,1
2016-11-09,-0.018198,0.351765321,0.390423785,0,1,0.694928903,0.751723401,0,1
2016-11-10,0.015887,0.355604468,0.351765321,1,0,0.690106729,0.694928903,0,0
2016-11-11,0.003475,0.31234271,0.355604468,0,1,0.730827312,0.690106729,1,0
2016-11-14,0.017316,0.291029459,0.31234271,0,0,0.85352486,0.730827312,1,1
2016-11-15,0.004255,0.352621533,0.291029459,1,0,0.847631091,0.85352486,0,1
2016-11-16,0.001695,0.279143753,0.352621533,0,1,0.778513259,0.847631091,0,0
2016-11-17,-0.010152,0.28187811,0.279143753,1,0,0.723326152,0.778513259,0,0
2016-11-18,-0.004274,0.320435301,0.28187811,1,1,0.713681803,0.723326152,0,0
2016-11-21,-0.007725,0.301644655,0.320435301,0,1,0.758688764,0.713681803,1,0
2016-11-22,0.011246,0.303099296,0.301644655,1,0,0.743686444,0.758688764,0,1
2016-11-23,-0.008554,0.247288958,0.303099296,0,1,0.707252238,0.743686444,0,0
2016-11-24,-0.015531,0.256826984,0.247288958,1,0,0.745829632,0.707252238,1,0
2016-11-25,0.019281,0.299425867,0.256826984,1,1,0.716896586,0.745829632,0,1
2016-11-28,-0.00172,0.296442932,0.299425867,0,1,0.742079052,0.716896586,1,0
2016-11-29,-0.007752,0.306211123,0.296442932,1,0,0.705109049,0.742079052,0,1
2016-11-30,0.002604,0.254313585,0.306211123,0,1,0.682069772,0.705109049,0,0
2016-12-01,0.015584,0.231775857,0.254313585,0,0,0.731898907,0.682069772,1,0
2016-12-02,-0.022165,0.439752684,0.231775857,1,0,0.687427743,0.731898907,0,1
2016-12-05,0.000872,0.262378556,0.439752684,0,1,0.735113689,0.687427743,1,0
2016-12-06,-0.009582,0.307969581,0.262378556,1,0,0.753330793,0.735113689,1,1
2016-12-07,0.004398,0.219107592,0.307969581,0,1,0.708323832,0.753330793,0,1
2016-12-08,-0.010508,0.246616877,0.219107592,1,0,0.782799636,0.708323832,1,0
2016-12-09,-0.017699,0.290532303,0.246616877,1,1,0.811732682,0.782799636,1,1
2016-12-12,-0.07027,0.290854533,0.290532303,1,1,0.888351674,0.811732682,1,1
2016-12-13,-0.001938,0.240871966,0.290854533,0,1,0.839058337,0.888351674,0,1
2016-12-14,-0.021359,0.349215096,0.240871966,1,0,0.861561817,0.839058337,1,0
2016-12-15,0.006944,0.289013216,0.349215096,0,1,0.804231522,0.861561817,0,1
2016-12-16,0.009852,0.287595401,0.289013216,0,0,0.694393106,0.804231522,0,0
2016-12-19,-0.000976,0.244388883,0.287595401,0,0,0.754402387,0.694393106,1,0
2016-12-20,-0.003906,0.258539409,0.244388883,1,0,0.732434704,0.754402387,0,1
2016-12-21,0.002941,0.279438364,0.258539409,1,1,0.757081373,0.732434704,1,0
2016-12-22,-0.001955,0.217864702,0.279438364,0,1,0.696000498,0.757081373,0,1
2016-12-23,0,0.241286263,0.217864702,1,0,0.67296122,0.696000498,0,0
2016-12-26,0.002938,0.241056098,0.241286263,0,1,0.721718761,0.67296122,1,0
2016-12-27,-0.004883,0.245134617,0.241056098,1,0,0.713681803,0.721718761,0,1
2016-12-28,0.000981,0.239095095,0.245134617,0,1,0.6579589,0.713681803,0,0
2016-12-29,0.002941,0.243247266,0.239095095,1,0,0.678319192,0.6579589,1,0
2016-12-30,0.030303,0.218849807,0.243247266,0,1,0.779584853,0.678319192,1,1
2017-01-03,-0.006641,0.21034292,0.218849807,0,0,0.855668048,0.779584853,1,1
2017-01-04,0.008596,0.218205346,0.21034292,1,0,0.836379351,0.855668048,0,1
2017-01-05,-0.008523,0.207599357,0.218205346,0,1,0.822984422,0.836379351,0,0
